Player,playerID,pos,GP,minutes,fgMade,fgAttempted,fgPct,threeMade,threeAttempted,threePct,efgPct,ftMade,ftAttempted,ftPct,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,points,allNBA,MVP,DPY
Raymond Felton,feltora01,G,80,27.4,3.5,8.5,0.406,0.8,2.7,0.282,0.45,1.9,2.2,0.847,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5,0,0,0
Evan Fournier,fournev01,F,79,32.5,5.4,11.8,0.462,2,4.9,0.4,0.546,2.5,3,0.836,0.4,2.4,2.8,2.7,1.2,0,1.7,2.7,15.4,0,0,0
Randy Foye,foyera01,G,81,20.3,2.1,6,0.351,0.9,3.1,0.3,0.428,0.8,0.9,0.824,0.3,1.6,1.9,2,0.5,0.4,1.1,1.6,5.9,0,0,0
Tim Frazier,fraziti01,G,51,14.5,1.9,4.5,0.419,0.3,0.9,0.333,0.454,1,1.5,0.716,0.5,1.6,2.2,3.2,0.6,0,1.3,1.4,5.1,0,0,0
Jimmer Fredette,fredeji01,G,6,3,0.3,0.8,0.4,0.2,0.3,0.5,0.5,0.7,0.8,0.8,0,0,0,0.2,0.2,0,0.3,0.3,1.5,0,0,0
Channing Frye,fryech01,C,70,17.1,2.2,5,0.438,1.3,3.4,0.387,0.569,0.4,0.5,0.857,0.5,2.8,3.3,1,0.4,0.4,0.6,1.8,6.1,0,0,0
Danilo Gallinari,gallida01,F,53,34.7,5.4,13.2,0.41,1.6,4.5,0.364,0.472,7.1,8.2,0.868,1,4.3,5.3,2.5,0.8,0.4,1.5,1.6,19.5,0,0,0
Langston Galloway,gallola01,G,82,24.8,2.8,7.2,0.393,0.9,2.7,0.344,0.458,1,1.4,0.754,0.5,3,3.5,2.5,0.9,0.3,0.7,2.2,7.6,0,0,0
Kevin Garnett,garneke01,F,38,14.6,1.4,3,0.47,0,0,0,0.47,0.4,0.6,0.667,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,3.2,0,0,0
Marc Gasol,gasolma01,C,52,34.4,6.3,13.6,0.464,0,0.1,0.667,0.465,3.9,4.7,0.829,1.1,5.8,7,3.8,1,1.3,2.3,2.7,16.6,0,0,0
Pau Gasol,gasolpa01,C,72,31.8,6.5,13.8,0.469,0.3,1,0.348,0.481,3.2,4,0.792,2.2,8.9,11,4.1,0.6,2,2.3,2.1,16.5,0,0,0
Rudy Gay,gayru01,F,70,34,6.7,14.4,0.463,1.1,3.1,0.344,0.5,2.8,3.6,0.78,1.5,5,6.5,1.7,1.4,0.7,2,2.6,17.2,0,0,0
Alonzo Gee,geeal01,F,73,22.4,1.8,3.5,0.518,0.2,0.8,0.283,0.551,0.6,0.9,0.667,0.8,2.5,3.4,1,0.9,0.2,0.8,2.3,4.5,0,0,0
Paul George,georgpa01,F,81,34.8,7.5,17.9,0.418,2.6,7,0.371,0.49,5.6,6.5,0.86,1,6,7,4.1,1.9,0.4,3.3,2.8,23.1,1,0,0
Taj Gibson,gibsota01,F,73,26.5,3.6,6.8,0.526,0,0,0,0.526,1.4,2,0.692,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6,0,0,0
Manu Ginobili,ginobma01,G,58,19.6,3.4,7.5,0.453,1.2,3.1,0.391,0.533,1.6,1.9,0.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6,0,0,0
Rudy Gobert,goberru01,C,61,31.7,3.2,5.8,0.559,0,0,,0.559,2.6,4.6,0.569,3.4,7.5,11,1.5,0.7,2.2,1.9,2.7,9.1,0,0,0
Drew Gooden,goodedr01,F,30,10.2,1.1,3.4,0.32,0.2,1.4,0.171,0.354,0.3,0.5,0.643,0.9,1.9,2.8,0.4,0.3,0.4,0.4,1.3,2.7,0,0,0
Archie Goodwin,goodwar01,G,57,19.5,3.1,7.4,0.417,0.4,1.7,0.232,0.444,2.3,3.4,0.674,0.5,2,2.5,2.1,0.5,0.2,1.8,1.5,8.9,0,0,0
Aaron Gordon,gordoaa01,F,78,23.9,3.5,7.4,0.473,0.5,1.8,0.296,0.509,1.7,2.5,0.668,2,4.5,6.5,1.6,0.8,0.7,0.8,2,9.2,0,0,0
Eric Gordon,gordoer01,G,45,32.9,5.1,12.3,0.418,2.5,6.5,0.384,0.521,2.5,2.8,0.888,0.2,2,2.2,2.7,1,0.3,1.6,2.2,15.2,0,0,0
Marcin Gortat,gortama01,C,75,30.1,5.8,10.2,0.567,0,0,0,0.567,1.9,2.8,0.705,3,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5,0,0,0
Andrew Goudelock,goudean01,G,8,6.3,1.1,2.5,0.45,0.1,1.1,0.111,0.475,0.4,0.5,0.75,0.1,0.1,0.3,0.5,0.8,0.3,0.9,0.5,2.8,0,0,0
Jerami Grant,grantje01,F,77,26.8,3.3,7.8,0.419,0.5,1.9,0.24,0.448,2.8,4.2,0.658,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,9.7,0,0,0
Jerian Grant,grantje02,G,76,16.6,2,5.1,0.394,0.3,1.3,0.22,0.422,1.3,1.6,0.78,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,5.6,0,0,0
Danny Green,greenda02,G,79,26.1,2.7,7.1,0.376,1.5,4.4,0.332,0.48,0.4,0.6,0.739,0.6,3.2,3.8,1.8,1,0.8,0.9,1.8,7.2,0,0,0
Draymond Green,greendr01,F,81,34.7,5,10.1,0.49,1.2,3.2,0.388,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3,14,1,0,0
Erick Green,greener01,G,9,4.7,0.6,1.4,0.385,0.1,0.6,0.2,0.423,0.2,0.2,1,0.3,0.3,0.7,0.3,0.1,0,0,0.4,1.4,0,0,0
Gerald Green,greenge01,G,69,22.6,3.3,8.5,0.392,1.2,3.8,0.323,0.463,1,1.3,0.783,0.4,2,2.4,0.8,0.6,0.3,0.7,1.8,8.9,0,0,0
JaMychal Green,greenja01,F,78,18.5,2.9,6.3,0.465,0.2,0.6,0.333,0.48,1.3,1.8,0.752,1.8,3,4.8,0.9,0.6,0.4,1.1,2.4,7.4,0,0,0
Jeff Green,greenje02,F,80,28.2,4.4,10.3,0.43,0.8,2.7,0.315,0.47,2.1,2.8,0.745,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,11.7,0,0,0
Blake Griffin,griffbl01,F,35,33.4,8.6,17.2,0.499,0.2,0.5,0.333,0.504,4,5.5,0.727,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4,0,0,0
Jorge Gutierrez,gutiejo01,G,12,5.3,0.5,0.9,0.545,0,0.2,0,0.545,0.8,0.9,0.909,0,0.6,0.6,1.4,0.3,0,0.5,0.3,1.8,0,0,0
P.J. Hairston,hairspj02,F,66,19.9,2.2,6.2,0.355,1.1,3.7,0.29,0.441,0.8,1,0.781,0.4,2.3,2.6,0.6,0.5,0.2,0.6,2.1,6.2,0,0,0
Jordan Hamilton,hamiljo02,F,11,27.6,4.5,10.5,0.422,1.2,4.1,0.289,0.478,1.3,1.9,0.667,1.1,4.5,5.6,2.3,0.7,0.3,1.5,2.2,11.4,0,0,0
Tyler Hansbrough,hansbty01,F,44,7.8,0.7,1.6,0.451,0,0.1,0.667,0.465,0.9,1.5,0.585,0.9,1.1,2,0.2,0.3,0.2,0.3,1.3,2.4,0,0,0
Tim Hardaway,hardati02,G,51,16.9,2.2,5.2,0.43,0.9,2.8,0.338,0.521,1,1.1,0.893,0.1,1.5,1.7,1,0.4,0.1,0.5,0.9,6.4,0,0,0
James Harden,hardeja01,G,82,38.1,8.7,19.7,0.439,2.9,8,0.359,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29,0,0,0
Maurice Harkless,harklma01,F,78,18.7,2.5,5.3,0.474,0.5,1.8,0.279,0.522,0.9,1.4,0.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4,0,0,0
Justin Harper,harpeju01,F,5,7,0.8,2,0.4,0.8,1.8,0.444,0.6,0.2,0.4,0.5,0,0.2,0.2,0,0.2,0,0.4,0.6,2.6,0,0,0
Montrezl Harrell,harremo01,F,39,9.7,1.5,2.3,0.644,0,0,0,0.644,0.6,1.2,0.522,0.6,1,1.7,0.4,0.3,0.3,0.4,1.2,3.6,0,0,0
Devin Harris,harride01,G,64,20,2.6,5.8,0.447,0.8,2.5,0.329,0.516,1.6,2.2,0.721,0.3,1.9,2.2,1.8,0.9,0.2,1,1.9,7.6,0,0,0
Gary Harris,harriga01,G,76,32.1,4.7,10.1,0.469,1.4,3.9,0.354,0.538,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3,0,0,0
Joe Harris,harrijo01,G,5,3,0.2,0.8,0.25,0.2,0.8,0.25,0.375,0,0,,0,0.6,0.6,0.4,0,0,0.2,0.2,0.6,0,0,0
Tobias Harris,harrito02,F,76,33.1,5.5,11.7,0.469,1.1,3.1,0.335,0.514,2.7,3.2,0.831,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2,14.7,0,0,0
Aaron Harrison,harriaa01,G,21,4.4,0.2,0.9,0.263,0.1,0.5,0.3,0.342,0.2,0.6,0.417,0.2,0.5,0.7,0.1,0.3,0,0.2,0.5,0.9,0,0,0
Udonis Haslem,hasleud01,F,37,7,0.6,1.6,0.377,0,0.2,0.111,0.385,0.3,0.4,0.75,0.3,1.8,2,0.4,0.1,0.1,0.1,0.7,1.6,0,0,0
Spencer Hawes,hawessp01,F,57,18.2,2.2,5.4,0.405,0.7,1.8,0.373,0.467,0.9,1.1,0.831,0.9,3.4,4.3,1.9,0.4,0.5,1,1.9,6,0,0,0
Chuck Hayes,hayesch01,C,2,12,0.5,1,0.5,0,0,,0.5,1,1,1,0,4,4,1,0,0,1.5,3,2,0,0,0
Gordon Hayward,haywago01,F,80,36.2,6.5,15,0.433,1.8,5.1,0.349,0.493,4.9,6,0.824,0.8,4.2,5,3.7,1.2,0.3,2.5,2.3,19.7,0,0,0
Gerald Henderson,hendege02,G,72,19.9,3.2,7.3,0.439,0.7,1.9,0.353,0.484,1.6,2,0.767,0.4,2.5,2.9,1,0.5,0.3,0.9,1.2,8.7,0,0,0
John Henson,hensojo01,C,57,16.8,2.9,5.1,0.564,0,0,0,0.564,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7,0,0,0
Mario Hezonja,hezonma01,F,79,17.9,2.3,5.3,0.433,0.8,2.4,0.349,0.513,0.6,0.7,0.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1,0,0,0
Roy Hibbert,hibbero01,C,81,23.2,2.2,5.1,0.443,0,0,0,0.443,1.4,1.8,0.807,1.6,3.3,4.9,1.2,0.4,1.4,0.9,3.1,5.9,0,0,0
J.J. Hickson,hicksjj01,C,35,12.5,2.3,4.4,0.516,0,0,0,0.516,1.3,2.9,0.447,1.1,2.7,3.8,0.7,0.4,0.4,0.7,1.3,5.9,0,0,0
Nene Hilario,hilarne01,F,57,19.2,3.7,6.7,0.544,0,0.1,0,0.544,1.9,3.2,0.578,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2,0,0,0
George Hill,hillge01,G,74,34.1,4.4,10,0.441,1.7,4.2,0.408,0.528,1.5,2,0.76,0.8,3.2,4,3.5,1.1,0.2,1.4,2,12.1,0,0,0
Jordan Hill,hilljo01,C,73,20.7,3.8,7.5,0.506,0,0,0,0.506,1.2,1.7,0.712,2.1,4,6.2,1.2,0.5,0.5,1.3,2.1,8.8,0,0,0
Solomon Hill,hillso01,F,59,14.7,1.6,3.5,0.447,0.4,1.3,0.324,0.505,0.6,0.7,0.857,0.7,2.2,2.8,1,0.6,0.2,0.6,1.2,4.2,0,0,0
Darrun Hilliard,hillida01,G,38,10.1,1.4,3.4,0.397,0.5,1.3,0.38,0.469,0.8,1.1,0.725,0.1,1.1,1.2,0.7,0.2,0,0.5,0.7,4,0,0,0
Kirk Hinrich,hinriki01,G,46,13.7,1.1,2.8,0.38,0.5,1.3,0.387,0.473,0.3,0.3,0.938,0.2,1.3,1.5,1.6,0.3,0,0.7,1.4,3,0,0,0
Jrue Holiday,holidjr01,G,65,28.2,6.3,14.4,0.439,1.3,4,0.336,0.485,2.8,3.3,0.843,0.4,2.6,3,6,1.4,0.3,2.6,2.3,16.8,0,0,0
Justin Holiday,holidju01,G,53,14.6,1.7,4.3,0.386,0.7,2,0.343,0.465,0.5,0.7,0.73,0.2,1.5,1.7,1.1,0.6,0.4,0.7,1.2,4.5,0,0,0
Ryan Hollins,holliry01,C,37,12.4,1.3,2.1,0.62,0,0,,0.62,0.7,1.1,0.619,1.3,1.4,2.6,0.3,0.2,0.6,0.6,1.7,3.4,0,0,0
Rondae Hollis-Jefferson,holliro01,F,29,21.2,2.2,4.8,0.457,0.1,0.5,0.286,0.471,1.3,1.8,0.712,1.3,4,5.3,1.5,1.3,0.6,0.9,2.1,5.8,0,0,0
Richaun Holmes,holmeri01,F,51,13.8,2.2,4.4,0.514,0.2,0.9,0.182,0.532,1,1.5,0.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,0,0,0
Rodney Hood,hoodro01,G,79,32.2,5.2,12.3,0.42,2,5.7,0.359,0.503,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5,0,0,0
Al Horford,horfoal01,C,82,32.1,6.5,12.8,0.505,1.1,3.1,0.344,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2,15.2,0,0,0
Dwight Howard,howardw01,C,71,32.1,5.2,8.5,0.62,0,0.1,0,0.62,3.3,6.7,0.489,3.4,8.4,11.8,1.4,1,1.6,2.3,3.1,13.7,0,0,0
Marcelo Huertas,huertma01,G,53,16.4,1.8,4.3,0.422,0.3,1.2,0.262,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,0,0,0
Josh Huestis,huestjo01,F,5,11,1,2.4,0.417,0.8,1.2,0.667,0.583,0,0.8,0,0.4,1.6,2,0,0.2,0.4,0.6,0.6,2.8,0,0,0
Kris Humphries,humphkr01,F,53,15.8,2.3,5.6,0.41,0.6,2,0.315,0.468,1.3,1.6,0.798,1.1,3,4.1,0.7,0.3,0.4,0.7,1.8,6.5,0,0,0
R.J. Hunter,hunterj01,G,36,8.8,1,2.7,0.367,0.5,1.8,0.302,0.464,0.2,0.2,0.857,0.1,1,1,0.4,0.4,0.1,0.3,0.8,2.7,0,0,0
Serge Ibaka,ibakase01,F,78,32.1,5.3,11.1,0.479,0.8,2.4,0.326,0.513,1.2,1.6,0.752,1.8,5,6.8,0.8,0.5,1.9,1.4,2.7,12.6,0,0,0
Andre Iguodala,iguodan01,F,65,26.6,2.7,5.7,0.478,0.8,2.4,0.351,0.552,0.8,1.3,0.614,0.8,3.2,4,3.4,1.1,0.3,1.2,1.6,7,0,0,0
Ersan Ilyasova,ilyaser01,F,74,25.4,3.8,8.9,0.424,1.3,3.5,0.371,0.496,1.5,2.1,0.721,1.9,3.5,5.4,0.9,0.7,0.4,1,2.3,10.4,0,0,0
Joe Ingles,inglejo01,F,81,15.3,1.5,3.6,0.426,1,2.6,0.386,0.565,0.2,0.2,0.722,0.2,1.6,1.9,1.2,0.7,0,0.8,1.2,4.2,0,0,0
Damien Inglis,inglida01,F,20,7.8,0.7,1.9,0.351,0.2,0.7,0.231,0.392,0.4,0.4,0.875,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8,0,0,0
Kyrie Irving,irvinky01,G,53,31.5,7.4,16.6,0.448,1.6,4.9,0.321,0.496,3.2,3.6,0.885,0.8,2.1,3,4.7,1.1,0.3,2.3,2,19.6,0,0,0
Jarrett Jack,jackja01,G,32,32.1,4.4,11.2,0.391,1,3.2,0.304,0.434,3.1,3.5,0.893,0.3,4,4.3,7.4,1.1,0.2,2.9,2.4,12.8,0,0,0
Reggie Jackson,jacksre01,G,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,0.482,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8,0,0,0
LeBron James,jamesle01,F,76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,0.551,4.7,6.5,0.731,1.5,6,7.4,6.8,1.4,0.6,3.3,1.9,25.3,1,0,0
Al Jefferson,jeffeal01,C,47,23.3,5.2,10.7,0.485,0,0,,0.485,1.5,2.4,0.649,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,12,0,0,0
Cory Jefferson,jeffeco01,F,8,6.3,1.1,2.8,0.409,0,0.1,0,0.409,0.5,0.8,0.667,0.8,1.3,2,0,0,0.1,0,1,2.8,0,0,0
Richard Jefferson,jefferi01,F,74,17.9,1.9,4.2,0.458,0.9,2.3,0.382,0.564,0.8,1.2,0.667,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5,0,0,0
John Jenkins,jenkijo01,G,43,11.2,1.7,3.7,0.444,0.4,1.2,0.314,0.494,0.5,0.6,0.833,0.2,1.1,1.3,0.8,0.2,0,0.6,0.5,4.1,0,0,0
Brandon Jennings,jennibr01,G,48,18.1,2.3,6.3,0.368,1.1,3.2,0.329,0.452,1.2,1.6,0.731,0.3,1.7,2,3.5,0.6,0.1,1.2,1.2,6.9,0,0,0
Jonas Jerebko,jerebjo01,F,78,15.1,1.5,3.7,0.413,0.6,1.4,0.398,0.488,0.8,1,0.782,1,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,0,0,0
Amir Johnson,johnsam01,F,79,22.8,3.2,5.4,0.585,0.1,0.5,0.233,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3,0,0,0
Chris Johnson,johnsch04,F,70,12.2,1,2.8,0.371,0.4,1.4,0.273,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,0,0,0
James Johnson,johnsja01,F,57,16.2,2,4.2,0.475,0.4,1.2,0.303,0.517,0.7,1.2,0.574,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5,0,0,0
Joe Johnson,johnsjo02,F,81,33.4,4.7,10.6,0.439,1.5,3.9,0.383,0.509,1.5,1.8,0.831,0.6,3,3.6,3.9,0.8,0,2,1.8,12.2,0,0,0
Orlando Johnson,johnsor01,G,7,14.4,1.3,4.9,0.265,0.3,1.4,0.2,0.294,0.9,1.1,0.75,0.6,1.6,2.1,0.3,0.4,0.4,0.6,1.3,3.7,0,0,0
Stanley Johnson,johnsst04,F,73,23.1,3.1,8.2,0.375,0.9,2.8,0.307,0.428,1.1,1.4,0.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,0,0,0
Tyler Johnson,johnsty01,G,36,24,3.3,6.8,0.486,0.8,2,0.38,0.541,1.4,1.8,0.797,0.8,2.3,3,2.2,0.7,0.4,1.3,1.8,8.7,0,0,0
Wesley Johnson,johnswe01,F,80,20.8,2.6,6.4,0.404,1.3,3.9,0.333,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9,0,0,0
Nikola Jokic,jokicni01,C,80,21.7,3.8,7.5,0.512,0.4,1.1,0.333,0.535,1.9,2.4,0.811,2.3,4.7,7,2.4,1,0.6,1.3,2.6,10,0,0,0
Dahntay Jones,jonesda02,F,1,42,6,14,0.429,1,2,0.5,0.464,0,0,,1,4,5,2,1,2,0,6,13,0,0,0
James Jones,jonesja02,F,48,9.6,1.2,3,0.408,0.9,2.2,0.394,0.553,0.4,0.5,0.808,0.2,0.9,1,0.3,0.2,0.2,0.3,1,3.7,0,0,0
Terrence Jones,joneste01,F,50,20.9,3.3,7.3,0.452,0.5,1.6,0.316,0.486,1.5,2.3,0.664,1.2,3,4.2,0.8,0.5,0.8,1,1.7,8.7,0,0,0
Tyus Jones,jonesty01,G,37,15.5,1.5,4.2,0.359,0.4,1.4,0.302,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,0,0,0
DeAndre Jordan,jordade01,C,77,33.7,4.6,6.6,0.703,0,0,0,0.703,3.5,8,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,1,0,0
Cory Joseph,josepco01,G,80,25.6,3.2,7.3,0.439,0.4,1.4,0.273,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,0,0,0
Chris Kaman,kamanch01,C,16,7,1.3,2.7,0.465,0.1,0.3,0.25,0.477,0.2,0.2,1,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8,0,0,0
Frank Kaminsky,kaminfr01,C,81,21.1,2.7,6.5,0.41,0.8,2.5,0.337,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,0,0,0
Enes Kanter,kanteen01,C,82,21,5,8.8,0.576,0.1,0.3,0.476,0.583,2.4,3.1,0.797,3,5.1,8.1,0.4,0.3,0.4,1.4,2,12.7,0,0,0
Sergey Karasev,karasse01,F,40,10,0.8,1.9,0.405,0.3,0.9,0.297,0.48,0.7,0.7,0.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4,0,0,0
Sasha Kaun,kaunsa01,C,25,3.8,0.4,0.7,0.529,0,0,,0.529,0.2,0.4,0.455,0.5,0.6,1,0.1,0.2,0.2,0.3,0.4,0.9,0,0,0
Ryan Kelly,kellyry01,F,36,13.1,1.5,4.1,0.369,0.1,1,0.135,0.386,1,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2,0,0,0
Michael Kidd-Gilchrist,kiddgmi01,F,7,29.3,4.7,8.7,0.541,0.4,1,0.429,0.566,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7,0,0,0
Sean Kilpatrick,kilpase01,G,31,19.9,4,8.7,0.456,1.3,3.7,0.342,0.528,1.9,2.2,0.896,0.4,1.4,1.8,0.9,0.4,0.1,1,1.2,11.1,0,0,0
Brandon Knight,knighbr03,G,52,36,7.1,17.2,0.415,2.3,6.8,0.342,0.482,3,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,0,0,0
Kyle Korver,korveky01,G,80,30,3.4,7.7,0.435,2,5,0.398,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2,9.2,0,0,0
Kosta Koufos,koufoko01,C,78,19,3,5.7,0.532,0,0,,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,0,0,0
Jeremy Lamb,lambje01,G,66,18.6,3.5,7.7,0.451,0.8,2.7,0.309,0.506,1,1.3,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8,0,0,0
Carl Landry,landrca01,F,36,15.8,3.9,6.9,0.556,0.2,0.4,0.462,0.568,1.9,2.5,0.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8,0,0,0
Shane Larkin,larkish01,G,78,22.4,2.8,6.4,0.442,0.5,1.4,0.361,0.481,1.1,1.4,0.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3,0,0,0
Joffrey Lauvergne,lauvejo01,C,59,17.6,3.3,6.4,0.513,0.2,0.9,0.245,0.53,1.1,1.2,0.899,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9,0,0,0
Zach LaVine,lavinza01,G,82,28,5.3,11.7,0.452,1.5,3.9,0.389,0.516,2,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14,0,0,0
Ty Lawson,lawsoty01,G,66,21.4,2.1,5.4,0.393,0.5,1.6,0.333,0.444,0.9,1.3,0.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7,0,0,0
Courtney Lee,leeco01,G,79,29.5,3.7,8.1,0.454,1,2.7,0.378,0.518,1.3,1.5,0.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6,0,0,0
David Lee,leeda02,F,55,16.4,3.2,6.1,0.531,0,0,0,0.531,1.3,1.7,0.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8,0,0,0
Alex Len,lenal01,C,78,23.3,3.4,8,0.423,0,0.1,0.143,0.424,2.2,3.1,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9,0,0,0
Kawhi Leonard,leonaka01,F,72,33.1,7.7,15.1,0.506,1.8,4,0.443,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1,1.5,1.8,21.2,1,0,1
Meyers Leonard,leoname01,F,61,21.9,3.2,7.1,0.448,1.4,3.7,0.377,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3,8.4,0,0,0
Jon Leuer,leuerjo01,F,67,18.7,3.3,7,0.481,0.6,1.6,0.382,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,0,0,0
Damian Lillard,lillada01,G,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,0.497,5.5,6.2,0.892,0.6,3.4,4,6.8,0.9,0.4,3.2,2.2,25.1,1,0,0
Jeremy Lin,linje01,G,78,26.3,3.8,9.3,0.412,1,2.9,0.336,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3,0.7,0.5,1.9,2.1,11.7,0,0,0
Shaun Livingston,livinsh01,G,78,19.5,2.6,4.9,0.536,0,0.2,0.167,0.538,1,1.2,0.86,0.5,1.6,2.2,3,0.7,0.3,1,1.8,6.3,0,0,0
Kevon Looney,looneke01,F,5,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.643,0,0,,0.8,1.2,2,0,0,0,0.2,0.4,1.8,0,0,0
Brook Lopez,lopezbr01,C,73,33.7,8.1,15.8,0.511,0,0.2,0.143,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2,0.8,1.7,2.4,2.9,20.6,0,0,0
Robin Lopez,lopezro01,C,82,27.1,4.4,8.1,0.539,0,0,0,0.539,1.6,2,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,0,0,0
Kevin Love,loveke01,F,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,0.499,3.4,4.1,0.822,1.9,8,9.9,2.4,0.8,0.5,1.8,2.1,16,0,0,0
Kyle Lowry,lowryky01,G,77,37,6.6,15.6,0.427,2.8,7.1,0.388,0.516,5.2,6.4,0.811,0.7,4,4.7,6.4,2.1,0.4,2.9,2.7,21.2,1,0,0
Trey Lyles,lylestr01,F,80,17.3,2.4,5.5,0.438,0.6,1.6,0.383,0.494,0.7,1,0.695,0.7,3,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0,0,0
Shelvin Mack,macksh01,G,52,20.3,3.5,8,0.439,0.8,2.4,0.312,0.486,0.9,1.2,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6,0,0,0
Ian Mahinmi,mahinia01,C,71,25.6,3.7,6.3,0.589,0,0,,0.589,1.9,3.2,0.587,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3,0,0,0
Devyn Marble,marblde01,G,28,8.9,0.8,2.5,0.296,0.3,1.1,0.25,0.352,0.4,0.9,0.417,0.2,1.1,1.4,0.4,0.5,0,0.3,0.9,2.1,0,0,0
Boban Marjanovic,marjabo01,C,54,9.4,1.9,3.2,0.603,0,0,,0.603,1.6,2.1,0.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,5.5,0,0,0
